id,literal_id,printed_id,playagricola_card_id,revision_id,deck_id,type_id,name_ja,name_en,min_players_number,imp_prereq,imp_cost,description,ja_is_official,vps,has_arrow,has_bonus,has_neg_bonus,has_pan_icon,has_bread_icon,ag2_category_icon_id,special_color_id
105007,O07,Ö07,4089,1,6,1,建設の獅子,Building Tycoon,3,,,ほかのプレイヤーが1部屋以上増築するたび、そのプレイヤーに食料1を支払えば、すぐに1部屋だけ増築できる（ただし増築に必要な資材は支払うこと）,0,0,0,0,0,0,0,,
105008,O08,Ö08,4090,1,6,1,環境保護者,Environmentalist,1,,,進歩カードを出すたび、好きな資材1つを木材1で代用できる,1,0,0,0,0,0,0,,
105009,O09,Ö09,4091,1,6,1,歌手の家族,Family Singers,1,,,このラウンドのアクションフェイズのときに、自分の家族を何人でも、アクションスペースではなくこのカードの上に置ける。そして家族1人につきボーナス1点を得る。,1,0,0,1,0,0,0,,
105010,O10,Ö10,4097,1,6,1,ワルツの踊り手,Waltzer,3,,,同じボードで隣接（斜めは除く）している2つのアクションスペースに、家族2人を連続して置ける,1,0,0,0,0,0,0,,
105011,O11,Ö11,4093,1,6,1,大地主,Magnate,3,,,このカードを出したとき、すぐに石材2を受け取る。ゲーム終了時に、手持ちの資材の合計が最も多いプレイヤーは（全員）3点ボーナスを得る,1,0,0,1,0,0,0,,
105012,O12,Ö12,4087,1,6,1,神童,Child Prodigy,1,,,家族を増やすたび、すぐに木材最大2を支払えば、支払った木材の数だけボーナス点を得る,1,0,0,1,0,0,0,,
105013,O13,Ö13,4072,1,6,2,コーヒーハウス,Coffee House,,,木材1レンガ1石材2,追加のアクションスペース。このコーヒーハウスを使うと、使った人と持ち主はそれぞれ食料1を得る（自分で使えば食料2を得る）。ここに置かれた家族は、次のラウンドにスタートプレイヤーより先に置くことができる,1,2,0,0,0,0,0,,
105014,O14,Ö14,4081,1,6,2,ゲーム祭,Spielefest,,職業3,木材2食料3,追加のアクションスペース。ゲーム祭を訪れると、持ち主に食料1を支払って2点ボーナスを得る（自分で使うこともできる）,1,2,0,1,0,0,0,,
105015,O15,Ö15,4075,1,6,2,農家の舞踏会,Farmers Ball,,職業3,,このカードを出したとき、全プレイヤーは食料5を共通のストックに支払えば3点ボーナスを得られる,1,1,0,1,0,0,0,,
105016,O16,Ö16,4079,1,6,2,中立,Neutrality,,職業2,,次の1ラウンドは、ほかのプレイヤーが家族を全員置いてから自分の家族を置く。その代わり家族の数だけボーナス点を得る。,1,0,0,1,0,0,0,,
105017,O17,Ö17,4076,1,6,2,出稼ぎ,Guest Worker,,家族より部屋が多い,,ゲストマーカーを1枚取り、次のラウンドからゲーム終了時まで家族として使うことができる。出稼ぎは、一番新しいラウンドカードのアクションを、ほかの人が使っていても使える。出稼ぎは1部屋を占領し、食料供給では食料2を与えなければならない。,1,1,0,0,0,0,0,,
105018,O18,Ö18,4080,1,6,2,カツレツハンマー,Schnitzel Mallet,,職業2,石材1,調理の進歩カード:鍋:で牛を食料にするたび、牛1頭につき追加で食料1とボーナス1点を得る,1,0,0,1,0,0,0,,
105019,O19,Ö19,4073,1,6,2,義務教育,Compulsory Education,,職業1,,家族を増やすたび、食料1を支払えばすぐに職業カードを1枚出せる（小さい進歩も出すときは、その前に職業を出さなければならない）,1,0,0,0,0,0,0,,
105020,O20,Ö20,4074,1,6,2,避難小屋,Emergency Housing,,厩1,木材1葦1,厩を1軒、家族1人分の部屋として使えるようになる。厩の機能は無くなるが、柵で囲えば通常通り1点になる,1,0,0,0,0,0,0,,
105021,O21,Ö21,4084,1,6,2,ワイン畑,Vineyard,,,木材1石材1,種をまくアクションのたび、このカードに食料を3つまで植えられる。常時3つまで植えておくことができ、小麦のように食料を2つ重ね、畑フェイズで1つずつ収穫する（このカードは畑に数えない）,1,1,0,0,0,0,0,,
105022,O22,Ö22,4083,1,6,2,珍しい建築物,Unusual Architecture,,,レンガ2,増築するたび、新しい部屋1つにつき食料2を得る,1,1,0,0,0,0,0,,
105023,O23,Ö23,4077,1,6,2,革ズボン,Lederhosen,,職業3,,羊を食料にするたび、羊1頭につき食料1を共通のストックから取ってこのカードに置く。ゲーム終了時に家族の数以上の食料があればボーナス2点、家族の数の2倍以上の食料があればボーナス3点を得る,1,0,0,1,0,0,0,,
105024,O24,Ö24,4082,1,6,2,シュタイアーのオーク樹,Styrian Oak,,職業1,,食料5を共通のストックから取ってこのカードに置く。毎ラウンドの始めに食料1を共通のストックに返す。ゲーム中1回だけ、このカードにある分の食料（0～5つ）を支払えば、木材6を共通のストックから得る,1,0,0,0,0,0,0,,
106001,M001,M001,,1,,3,泥炭焼き場,Peat-charcoal Kiln,,ゲームの最初に表にしておく,石材1,特別アクション「泥炭を掘る」を行うたびに、燃料1を追加で得る。そのとき馬を1頭以上もっていれば、さらに燃料1を追加で得る。最後の収穫では、燃料3を1勝利点か、燃料5を2勝利点に換えられる。（勝利点は計算用紙に記録する。）,1,1,0,1,0,0,0,,
106002,M002,M002,,1,,3,林務官舎,Forester's Lodge,,ゲームの最初に表にしておく,木材1レンガ2,特別アクション「木を切り倒す」を行うたびに、木材1を追加で得る。そのとき馬を1頭以上もっていれば、さらに木材1を追加で得る。得点計算では森1につき1勝利点を得る。,1,1,0,1,0,0,0,,
106003,M003,M003,,1,,3,騎手の庭,Riding Stables,,ゲームの最初は林務官舎の下に置く,木材2レンガ1葦1,まだ始まっていないラウンドのスペースにそれぞれ食料1を置く。そのラウンドの最初に、その時点で馬を2頭以上もっていれば、この食料を得る。（馬が2頭未満の場合、食料は共通のストックに戻す。）,1,3,0,0,0,0,0,,
106004,M004,M004,,1,,3,馬肉処理場,Horse Slaughterhouse,,ゲームの最初はかまどの下に置く,レンガ1石材1,"家畜をいつでも食料にできる。
羊1→食料1 猪1→食料2 牛1→食料2 馬1→食料2",1,1,0,0,0,1,0,,
106005,M005,M005,,1,,3,馬肉処理場,Horse Slaughterhouse,,ゲームの最初はかまどの下に置く,レンガ1石材1,"家畜をいつでも食料にできる。
羊1→食料1 猪1→食料2 牛1→食料2 馬1→食料2",1,1,0,0,0,1,0,,
106006,M006,M006,,1,,3,泥地博物館,Museum of the Moors,,ゲームの最初は泥炭焼き場の下に置く,レンガ1葦1石材1,"大きい進歩のコストが以下の分だけ下がる。
井戸は石材1 家具製作所は木材1 製陶所はレンガ1 かご製作所は葦1 レンガ暖炉はレンガ1 石の暖炉は石材1 林務官舎はレンガ1",1,3,0,0,0,0,0,,
106007,M007,M007,,1,,3,高熱暖炉,Furnace,,ゲームの最初はレンガ暖炉の下に置く,レンガ1石材1,すぐに燃料2を得る。暖房は、常に1部屋分少なくて済む。,1,1,0,0,0,0,0,,
106008,M008,M008,,1,,3,室内暖炉,Heating Stove,,ゲームの最初は石の暖炉の下に置く,レンガ2石材1,住まいの部屋数にかかわらず、燃料最大1だけで暖房できる。,1,1,0,0,0,0,0,,
106009,M009,M009,,1,,3,村の教会,Village Church,,ゲームの最初は井戸の下に置く,石材4木材2,すぐに食料2を得る。収穫のたびに、（最大）燃料1を払って、1勝利点を記録できる。,1,4,0,1,0,0,0,,
106010,M010,M010,,1,,3,家具商,Furniture Stall,,ゲームの最初は家具製作所の下に置く,木材1石材1,木材をいつでもレンガに換えられる。木材を共通のストックに戻し、同じ数のレンガを取る。,1,2,0,0,0,0,0,,
106011,M011,M011,,1,,3,陶器商,Ceramics Stall,,ゲームの最初は製陶所の下に置く,レンガ1石材1,レンガをいつでも木材に換えられる。レンガを共通のストックに戻し、同じ数の木材を取る。,1,2,0,0,0,0,0,,
106012,M012,M012,,1,,3,かご商,Ceramics Stall,,ゲームの最初はかご製作所の下に置く,葦1石材1,葦をいつでもほかの資材（木材、レンガ、石材）に換えられる。葦を共通のストックに戻し、同じ数の好きな資材を取る（同種でなくてもよい）。,1,2,0,0,0,0,0,,
106013,M013,M013,,1,,3,簡易台所,Cookhouse,,ゲームの最初は調理場の下に置く,レンガ6またはかまどか調理場を返す,"以下の品物をいつでも食料にできる。
野菜1→食料3 羊1→食料2 猪1→食料3 牛1→食料4 馬1→食料2
「パンを焼く」のアクションでは、小麦を以下の数の食料にできる:
小麦1→食料3",1,2,0,0,0,1,1,,
106014,M014,M014,,1,,3,簡易台所,Cookhouse,,ゲームの最初は調理場の下に置く,レンガ6またはかまどか調理場を返す,"以下の品物をいつでも食料にできる。
野菜1→食料3 羊1→食料2 猪1→食料3 牛1→食料4 馬1→食料2
「パンを焼く」のアクションでは、小麦を以下の数の食料にできる:
小麦1→食料3",1,2,0,0,0,1,1,,
106015,M015,M015,,1,7,2,休閑地,Fallow Fields ,,,,空いている畑（最大）3つにすぐ食料2ずつ置く。この食料は収穫できないが、この畑に種をまいた時点で手に入る。,1,0,0,0,0,0,0,,
106016,M016,M016,,1,7,2,焼畑栽培,Peat Burn-off,,,,すぐに燃料1を得る。さらに森タイル1枚を畑タイル1枚に換えられる。（森タイルの下にほかのタイルがあれば、それを捨てなければならない。）（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,1,0,1,0,0,0,0,,
106017,M017,M017,,1,7,2,牛の首輪,Cattle Collar,,ラウンド8以降に出せる,木材1,「畑を耕す」のアクションか、特別アクション「焼畑」を行うたび、すぐに畑タイルをもう1枚、ほかの畑に隣接していて未使用の農場スペースに置く。ただし農場に牛が1頭以上いなければならない。,1,1,0,0,0,0,0,,
106018,M018,M018,,1,7,2,不動産地図,Surveyor's Map,,ラウンド2までに出す,食料3,畑タイル1枚をラウンド11に、泥地タイルを1枚ラウンド12に、森タイル1枚をラウンド13のスペースに置く。これらのタイルを各ラウンドの最初に、自分の農場で未使用のスペースに置くか共通のストックに返す。,1,0,0,0,0,0,0,,
106019,M019,M019,,1,7,2,種まき機,Sowing Machine ,,馬1頭以上,木材3,馬が2頭以上いれば、特別アクション（どれでも良い）を行うたびに、その後すぐ「種をまく」のアクションができる。,1,1,0,0,0,0,0,,
106020,M020,M020,,1,7,2,泥炭肥料,Peat Fertilizer,,畑2以上,,特別アクション「泥炭を掘る」を行うたびに、その後すぐ「種をまく」のアクションができる。,1,0,0,0,0,0,0,,
106021,M021,M021,,1,7,2,泥灰肥料,Peat Ash Fertilizer,,,食料1,特別アクション「泥炭を掘る」を行うたびに、小麦を植えている畑・農場に、小麦マーカーを1つずつ追加して置くことができ、野菜を植えている畑・農場に、野菜マーカーを1つずつ追加して置くことができる。（空いている畑には何も置かない。）,1,0,0,0,0,0,0,,
106022,M022,M022,,1,7,2,麦袋,Nosebag,,大きい進歩1枚以上,食料1,「小麦1を取る」のアクションを行うたびに、追加で馬1頭を得る。,1,0,0,0,0,0,0,,
106023,M023,M023,,1,7,2,農耕馬市場,Ploughhorse Market,,大きい進歩1枚以上,レンガ1,家族1人で「畑を耕す」のアクションを行うたび、続けて食料（最大）1を払えば馬1頭が手に入る。（「焼畑」は含まない。この馬は特別アクションカードなしに手に入る。）,1,1,0,0,0,0,0,,
106024,M024,M024,,1,7,2,家畜大市場,Large Livestock Market,,,食料1,すぐに羊2頭を、馬1頭と牛1頭に換えられる。（羊１頭をほかの家畜1頭に変えることはできない。）（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,1,0,1,0,0,0,0,,
106025,M025,M025,,1,7,2,特別牧場,Special Pasture,,牧場1エリア以上,木材2,すぐに未使用の農場（または厩のある農場）1スペースを、4本の柵で囲う。柵のコストは支払わなくて良い。この農場はすでにある牧場に接してはいけない。（後から牧場がつながるのは可。これ以降に作る牧場はすでにある牧場に接すること。）,1,0,0,0,0,0,0,,
106026,M026,M026,,1,7,2,保護林,Home Wood,,進歩3枚以上,,自分の森タイル1枚につき家畜を1頭ずつ飼えるようになる。ただし羊は不可。,1,0,0,0,0,0,0,,
106027,M027,M027,,1,7,2,飼馬桶,Horse Trough,,,石材1,住居に隣接しており、かつ未使用の農場（最大）1スペースに、馬2頭まで飼えるようになる。（この農場スペースは使用中とみなす。馬を置くスペースは途中で変更できる。）,1,0,0,0,0,0,0,,
106028,M028,M028,,1,7,2,グリル,Open Grill,,,かまどを返す,"以下の品物をいつでも食料に換えられる:
野菜1→食料2 羊1→食料2 猪1→食料3 牛1→食料3 馬1→食料2
「パンを焼く」のアクションのたびに小麦を食料に換えられる:
小麦1→食料2",1,2,0,0,0,1,1,,
106029,M029,M029,,1,7,2,ローストのレシピ,Pot Roast Recipe,,馬2頭以上,,かまどか調理場があれば馬をいつでも食料にできる。馬１頭につき食料2を得る。,1,0,0,0,0,0,0,,
106030,M030,M030,,1,7,2,ブランデー蒸留所,Grain Distillery,,,石材2小麦1,食料供給フェイズのたびに、（最大で）燃料1と小麦1を、食料5に換えられる。最後の収穫では、燃料と小麦のペアを、1組につき1勝利点に好きなだけ換えられる。（勝利点は計算用紙に記録する。）,1,1,0,1,0,0,0,,
106031,M031,M031,,1,7,2,森の幼稚園,Forest Kindergarten,,森タイル3枚以下,木材1石材2,「家族を増やす」のアクションのたびに、森タイルのある農場スペースにつき食料1を得る。（家族を増やす進歩カードを使った場合も含む。）,1,1,0,0,0,0,0,,
106032,M032,M032,,1,7,2,畜産援助,Pheromones,,進歩2枚以下,,すぐに食料1を得る。さらに厩か牧場が1つ以上もっているプレイヤー全員が、食料2を得る。（自分も含む。）,1,0,0,0,0,0,0,,
106033,M033,M033,,1,7,2,脱穀場,Malthouse,,,レンガ2,特別アクション「泥炭を掘る」を行うたびに、追加で小麦（最大）１を食料4に換えられる。,1,1,0,0,0,0,0,,
106034,M034,M034,,1,7,2,煙突,Chimney Hood,,,レンガ1,パンを焼く進歩カードを持っていれば、その進歩カード（１枚）で小麦１から手に入る分の食料を（小麦を支払わずに）すぐに得る。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,1,0,1,0,0,0,0,,
106035,M035,M035,,1,7,2,村の公民館,Village Hall,,,木材2レンガ2,毎ラウンド、自分の前に特別アクションカードが置かれていない状態で労働フェイズを終えるたびに、帰宅フェイズで食料1を得る。（自分が特別アクションを行なっていても、そのカードをほかのプレイヤーに取られれば得られる。）,1,1,0,0,0,0,0,,
106036,M036,M036,,1,7,2,泥薬,Healing Clay,,,レンガ1,すぐに食料1を得る。ベッドマーカーがある家族で「病院」のアクションを行うたび、追加で食料1を得る。,1,1,0,0,0,0,0,,
106037,M037,M037,,1,7,2,乾燥地,Arid Field,,進歩3枚以上,,特別アクション「泥炭を掘る」を行うたび、農場の空いたスペースに、共通のストックから燃料1と食料1を置き、この農場スペースが未使用でなくなったときに手に入れる。,1,0,0,0,0,0,0,,
106038,M038,M038,,1,7,2,産院,Birthing House,,,レンガ2石材1,「家族を増やす」のアクションを行うたびに、1勝利点を記録し、すぐに燃料1と食料1を得る。（家族を増やす進歩カードを使った場合も含む。）,1,2,0,1,0,0,0,,
106039,M039,M039,,1,7,2,小舟,Barge,,進歩2枚以上,木材3,まだ始まっていないラウンドスペース全てに燃料1と食料1を交互に置く。燃料1から置き始める。そのラウンドの最初に、置かれているマーカーを得る。,1,1,0,0,0,0,0,,
106040,M040,M040,,1,7,2,泥炭の小舟,Peat Barge,,,木材2,「漁」のアクションを行うたび、追加で燃料2を得る。,1,1,0,0,0,0,0,,
106041,M041,M041,,1,7,2,泥炭そり,Peat Sled,,,木材1,現在のラウンドに2か4か7か10のいずれかを足す。そのラウンドスペースに（足した数によって順に）燃料3/4/5/6を置く。この燃料をそのラウンドの最初に得る。,1,0,0,0,0,0,0,,
106042,M042,M042,,1,7,2,泥炭スコップ,Peat Iron,,,木材1,毎回、収穫の最初に、泥地タイルが2枚以上あれば燃料1を得る。,1,0,0,0,0,0,0,,
106043,M043,M043,,1,7,2,紡績場,Spinning Mill,,羊1頭以上,木材2レンガ2,毎回、収穫の畑フェイズで農場にいる羊2頭につき燃料1を、続く食料供給フェイズでの暖房コストから差し引く。,1,2,0,0,0,0,0,,
106044,M044,M044,,1,7,2,暖炉設備,Built-in Oven,,,高熱暖炉を返す,暖房コストを一切支払わなくて済む。（高熱暖炉はレンガ暖炉の下に入れる。）,1,-1,0,0,0,0,0,,
106045,M045,M045,,1,7,2,石炭層,Coal Seam,,,木材1レンガ1,すぐに燃料1を得る。特別アクション「労働市場」、または「日雇い労働者」のアクションを行うたびに、追加で燃料1を得る。,1,1,0,0,0,0,0,,
106046,M046,M046,,1,7,2,暖炉換気設備,Oven Damper,,,石材2,すぐに燃料3を得る。大きい（または小さい）進歩のレンガ暖炉、石の暖炉、高熱暖炉、室内暖炉、暖炉設備があればそれぞれ1勝利点が追加になる。,1,0,0,1,0,0,0,,
106047,M047,M047,,1,7,2,運び馬,Draughthorses,,,,木材（ちょうど）3をアクションスペースから得るたび、食料1を支払えば、追加で木材1が手に入る。木材4以上をアクションスペースから得るたび、食料1を払えば、追加で木材2が手に入る。この能力を使うには、馬を1頭以上もっていなければならない。,1,0,0,0,0,0,0,,
106048,M048,M048,,1,7,2,森の道,Forest Path,,森タイル1枚以上,レンガ1,すぐに木材3を得る。このカードが他のプレイヤーに移り次第、ゲーム終了時にこのカードを持っているとマイナス1点になる。（緑の矢印マーカーで誰がもっているか明示する。）（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,1,0,0,,
106049,M049,M049,,1,7,2,泥地の白樺,Moor Birch Tree,,部屋3つ以上,食料2,特別アクション「泥炭を掘る」を行うたびに、追加で木材2を得る。,1,1,0,0,0,0,0,,
106050,M050,M050,,1,7,2,川辺のレンガ,River Clay,,大きい進歩1枚以上,,「漁」のアクションを行うたびに、追加でレンガ2を得る。,1,0,0,0,0,0,0,,
106051,M051,M051,,1,7,2,牧草地の川辺の森,Willow Bank,,大きい進歩1枚以上,,特別アクション「木を切り倒す」を行うたびに、追加で葦1を得る。,1,0,0,0,0,0,0,,
106052,M052,M052,,1,7,2,岩石抗,Stone Quarry,,,食料3,このカードに石材5を置く。特別アクション「労働市場」を自分が行うたびに、追加でこのカードから石材1づつ得る。,1,1,0,0,0,0,0,,
106053,M053,M053,,1,7,2,資材倉庫,Hardware Store,,進歩2枚以上,レンガ2葦1,このカードにカウンター3枚を置く。ここにあるカウンター1枚を捨てるたびに、1つも持っていない種類の資材を1つ取ることができる。,1,0,0,0,0,0,0,,
106054,M054,M054,,1,7,2,生活必需品,Basic Supplies,,,野菜1,手持ちが以下になるように、足りないものをすぐに取る。燃料、食料、木材、レンガ、葦、石材、小麦、それぞれ最低1。（木材は燃料に数えず、小麦は食料に数えない）（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,1,0,1,0,0,0,0,,
106055,M055,M055,,1,7,2,貸付金,Advance Payment,,,,すぐに燃料1、食料1、木材1、レンガ1、葦1、石材1、羊1、小麦1を得る。,1,-4,0,0,0,0,0,,
106056,M056,M056,,1,7,2,ミズゴケ,Peat Moss,,泥地タイルがちょうど1枚,,木の家の増築で、部屋1つにつき必要なコストから木材2と葦1を減らせる。,1,0,0,0,0,0,0,,
106057,M057,M057,,1,7,2,出稼ぎ労働者の家,Farmhands' Quarters,,,木材1葦1,大きい進歩を手に入れるときは毎回、燃料（最大）1を払えば好きな資材を1つ少なくできる。また右隣の人から進歩カードをもらうたび、食料1を得る。,1,0,0,0,0,0,0,,
106058,M058,M058,,1,7,2,博物館村,Living History Museum,,レンガの家に改築済み,泥地博物館を返す,"大きな進歩が以下の分だけ安くなる。
村の教会は石材1 家具商は木材1 陶器商はレンガ1 かご商は葦1 高熱暖炉はレンガ1 室内暖炉は石材1 騎手の庭は木材1
（泥地博物館は泥炭焼き場の下に入れる）",1,4,0,0,0,0,0,,
106059,M059,M059,,1,7,2,職人の巻物,Register of Craftsmen,,大きい進歩2枚以上,,家族を使わずに家具製作所、製陶所、かご製作所のいずれか1つを手に入れる。コストは支払わなければいけないが、石材1だけ安くなる。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,1,0,1,0,0,0,0,,
106060,M060,M060,,1,7,2,出張職人,Tinker,,大きい進歩3枚以上,食料1,家具製作所、製陶所、かご製作所のうち1つ以上をもっていれば、すぐに木材1、レンガ1、葦1、石材1を得る。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,1,0,1,0,0,0,0,,
106061,M061,M061,,1,7,2,作業台,Workbench,,進歩4枚以下,木材2,最後の収穫と、最後から1つ前の収穫の畑フェイズで、それぞれ木材3、レンガ2、葦1を得る。（得点計算で、家具製作所、製陶所、かご製作所のボーナスに使える。）,1,0,0,0,0,0,0,,
106062,M062,M062,,1,7,2,帰宅の音楽,Taps,,進歩2枚以上,,自分の家族を全部置いた後、まだ2回使われていない特別アクションカードがあれば、もう1回手番が来て、1枚を取ることができる。（特別アクションカードのコストは通常どおり食料0か食料2かかる。）,1,0,0,0,0,0,0,,
106063,M063,M063,,1,7,2,道具小屋,Tool Shed,,進歩2枚以上,木材1レンガ1,「焼畑」と「泥炭を掘る」の両方を含む特別アクションカードを取るたびに、この2つのアクションを（好きな順番で）両方行うことができる。,1,1,0,0,0,0,0,,
106064,M064,M064,,1,7,2,農場拡張,Farm Extension,,,レンガ1,このカードは2スペース分の農場になる。自分のボードの四辺のいずれかに接して置く。農場スペースはボードの農場スペースと接して置かれなければならない。こうして農場は2スペース増える。（このスペースも最後に未使用だった場合、1スペースにつきマイナス1点になる。）,1,1,0,0,0,0,0,,
106065,M065,M065,,1,7,2,茂み,Thicket,,森タイル4枚以上,,森タイルを2枚まで選び、その上に森タイルをもう1枚重ねる。森タイルが2枚あるスペースでは、特別アクション「木を切り倒す」で森タイル1枚を取り除くことができる。2枚ある限り焼畑はできない。,1,0,0,0,0,0,0,,
106066,M066,M066,,1,7,2,泥地化,Swamp,,ラウンド4までに出す,,泥地タイル1枚をラウンド12のスペースに置く。そのラウンドの最初にこのタイルを取り、自分の農場で未使用のスペースに置くことができる。（置かなければ共通のストックに戻す。）,1,0,0,0,0,0,0,,
106067,M067,M067,,1,7,2,完全伐採,Clear Felling,,森タイル3枚以下,,すぐに木材2を得る。森タイルが1枚だけある農場スペース2つまで、森タイルを泥地タイルに換えられる。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,1,0,1,0,0,0,0,,
106068,M068,M068,,1,7,2,植林,Reforestation,,大きい進歩3枚以上,,すぐに森タイル1枚を未使用の農場スペースに置く。（森タイルはお互い接していなくてもよい。）（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,1,0,1,0,0,0,0,,
106069,M069,M069,,1,7,2,泥地の屍,Bog Body,,泥地タイル1枚以上,,泥地博物館の所有者と、博物館村の所有者は、ゲーム終了時にそれぞれ1点を得る。（泥地博物館は大きい進歩で、泥炭焼き場の下にある。博物館村は小さい進歩で、泥地博物館を改良してできる。）,1,0,0,1,0,0,0,,
106070,M070,M070,,1,7,2,管理部門,Administration,,手札が4枚以上（このカードを含む）,木材1レンガ2,すぐに食料2を得る。最後の収穫のとき、所有している大きい進歩1枚につき食料1を、1勝利点に換えられる。,1,0,0,1,0,0,0,,
106071,M071,M071,,1,7,2,革の鞍,Leather Saddle,,馬2頭以上,食料1,馬が3頭以上いるときに牛を食料に換えるたび、食料にした牛1頭につき1勝利点を記録する。,1,1,0,1,0,0,0,,
106072,M072,M072,,1,7,2,婚礼馬車,Wedding Coach,,馬4頭以上,木材1野菜1,すぐに「家族を増やす、部屋がなくてもよい」（ラウンド12、13で登場）のアクションを行うことができる。（家族は使わない。）新しい家族は、帰宅フェイズまでこのカードの上に置く。（それまでアクションに使うことはできない。）,1,0,0,0,0,0,0,,
106073,M073,M073,,1,7,2,森の小屋,Forest Hut,,,木材2,すぐにゲストマーカー1枚を森タイルのいずれかに置く。ゲストマーカーは、特別アクションでこの森タイルを取り除くと手に入り、同じラウンド中に家族として使うことができる。その後、捨てる。,1,1,0,0,0,0,0,,
106074,M074,M074,,1,8,2,農業用荷車,Farm Cart,,馬2頭以上,木材3,木材5以上、レンガ4以上、葦3以上、石材2以上のいずれかをアクションスペースから手に入れるたびに、追加で小麦1を得る。,1,0,0,0,0,0,0,,
106075,M075,M075,,1,8,2,焼畑,Moor Fire,,泥地タイル2枚以上,,泥地タイルが1枚だけになったら、いつでも畑タイルに換えられる。（泥地タイルの下に他のタイルがあれば、それを捨てなければならない。）,1,0,0,0,0,0,0,,
106076,M076,M076,,1,8,2,深掘り鋤,Deep Plough,,進歩2枚以上,木材3,すぐに泥地タイル1枚を自分の農場で未使用のスペースに置く。家族を使って「畑を耕す」のアクションを行うたび、このアクションの中で追加で泥地タイル1枚を畑タイルに換えられる。（焼畑の場合は含まない。泥地タイルの下にほかのタイルがあれば、それを捨てなければならない。）,1,2,0,0,0,0,0,,
106077,M077,M077,,1,8,2,野生の畑,Wild Fields,,畑タイル2枚以上,食料2,すぐに畑タイルを1枚ずつ2枚まで、自分の農場で未使用のスペースに置く。ただし、これらの畑タイルは、置く時点で、ほかの畑に隣接してはならない。（後でつながるのは可。これ以降の畑は、すでにある畑に隣接しなければならない。）,1,0,0,0,0,0,0,,
106078,M078,M078,,1,8,2,直播き,No-Till Farming,,畑タイル2枚以上,,未使用の農場スペース最大2つに、小麦か野菜を植えられる。得点計算でこれらの農場スペースは畑に数えず、未使用とみなす。（農場スペースに植えてある作物は、いつでも捨てて共通のストックに返せる。）,1,0,0,0,0,0,0,,
106079,M079,M079,,1,8,2,天然堆肥,Nature's Fertilizer,,大きい進歩1枚以上,食料2,特別アクション「焼畑」を行うたびに、そのあとすぐにその畑にだけ「種をまく」のアクションができる。小さい進歩の「焼畑」や「焼畑栽培」で泥地タイルを畑タイルに換えたときも有効。,1,0,0,0,0,0,0,,
106080,M080,M080,,1,8,2,泥炭塀の小屋,Peat Hut,,,燃料5葦2,このカードに自分の家族1人が住める。食料供給フェイズでは毎回、燃料1で暖房しなければならない。「改築」のアクションで、通常の改築をせずにこのカードを無料で木の家1部屋に換えることができ、自分の木の家に隣接して置く。その場合、このカードはゲームから取り除く。,1,1,0,0,0,0,0,,
106081,M081,M081,,1,8,2,平底船,Flatboat,,,木材4,これ以降の7ラウンド（ある限り）のスペースに燃料1と馬１を交互に置く。燃料1から置き始める。これらの燃料や馬は、各ラウンドの最初に得る。,1,0,0,0,0,0,0,,
106082,M082,M082,,1,8,2,有用動物市場,Livestock Market,,家畜5頭以上,,すぐに家畜を3頭まで、次のラウンクの家畜に換えられる。交換は一斉に行い、交換した家畜は全部農場に置かなければならない。家畜のランクは羊→猪→牛→馬の順。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,1,0,1,0,0,0,0,,
106083,M083,M083,,1,8,2,家畜商,Cattle Stall,,,木材2レンガ2,現在のラウンドに2、4、6、8を足す。そのラウンドスペース（ある限り）に、4種類の家畜を1頭ずつ置く。どの家畜をどのラウンドスペースに置くかは自由。対応するラウンドの最初に、食料1を払えば、おいてあった家畜が手に入る。（取らなければ共通のストックに返す。）,1,1,0,0,0,0,0,,
106084,M084,M084,,1,8,2,警戒牧草地,Night Pasture,,,レンガ2,このカードの上で好きな家畜を3頭飼える。またほかのプレイヤーもここで家畜1頭を飼える。ただし繁殖フェイズのみ、このカードの上にある家畜はすべて自分のものとして扱い、ほかのプレイヤーの家畜に含めない（増えた家畜は自分のものに出来る）。繁殖フェイズの手番は常に一番最後になる。,1,0,0,0,0,0,0,,
106085,M085,M085,,1,8,2,自然保護区域,Nature Reserve,,牧場エリア1以上,食料1,牧場に隣接して森タイルか泥地タイルが置いてある1スペースを、すぐに柵で囲う（タイルが2枚重なっているスペースでも良い）。柵のコストの木材は支払わなくてよい。この場所にタイルがなくなったら、牧場として使用できるようになる。,1,0,0,0,0,0,0,,
106086,M086,M086,,1,8,2,建築設計図,Building Plan,,,食料1,「増築」のアクションで2部屋を一度に増やすことができるたびに、未使用の厩を2軒まで、無料ですぐに建てられる。（後では建てられない。）,1,0,0,0,0,0,0,,
